kappa,gamma,s
0.5963312814699189,0.9408608363185105,0.537524011046349
0.3443019223394855,1.2504315390207896,0.09911753376484068
0.9597847495107088,0.7894699390241741,0.9459650090002096
1.7977446619580675,2.2382823808290913,0.2416812777905814
0.8891022940403196,1.2317423184974825,0.09358198462406472
0.9471915479082159,0.8945255063860844,0.1817132521258831
2.864965646303366,3.151779925029796,0.0861889738412385
1.3865602226484322,0.9755505101599447,0.5616217482675373
0.8201289620312581,0.9472453600473023,0.5468955474810134
1.0028658308954965,0.5610941839519622,0.6267272291633063
1.707112705515208,1.6340141296865154,0.10798386293526031
0.2643770910500238,0.750501626477627,0.2146960579639594
0.8645496652790206,1.5656534189083224,0.18337514587835313
1.2313014449809097,1.057196568846273,0.17080602837938919
1.2349030200496625,1.83880961161322,0.22852266896523019
1.0084420921899155,1.243868168941324,0.37269087468872775
1.7270073448691552,0.8803443638013291,0.8132667905797611
1.3600359449658972,0.45682879814678373,1.0080139160594626
0.6271763430839165,0.31919999710647734,0.5658209250286103
1.0054749150477795,0.5304057319515355,0.47519067672844145
0.828832692284748,0.4347153133101709,0.9908112995371816
1.062589249946089,0.5407733248156724,0.8756509996408589
0.9710071381351845,0.9984576386844999,0.123699137517019
1.481111624332888,1.0684300494175742,0.6348523952174293
0.5881819428847544,1.1546472141052886,0.1467046609607356
1.8134642832091419,1.0520959050512877,0.3198007619786755
1.0360443544114766,1.249219955879545,0.2940247839617881
1.7665617943760838,1.9702939532087362,0.17250128651090446
3.419100239253189,2.581548880241513,0.2673448640373762
1.1740280037618087,0.6626986164569489,0.9071837412240754
1.4069292623771192,0.7906127885132724,0.8530017406280739
1.1527891886477848,0.49876846132815456,0.9521957274038283
2.2655218976140485,1.9134122191624945,0.2698549387299071
0.9243411689723624,0.8184903049119976,0.26806932991382065
2.3579547402720147,2.0576212762310373,0.1391440338715777
1.5585908358364058,1.331703538011667,0.2290963763956543
0.6973749372499226,0.8153541567114517,0.27205162421972984
0.4835438337747224,0.6248379127095818,0.8782330944216612
1.3916286880619166,2.207669914779911,0.07804605980491067
1.3825243944831764,0.7133206697121344,0.6077130939647902
0.7192791668919865,0.9563014421545315,0.487664783618925
1.6037249487488128,1.5892215433733685,0.1527137328374998
3.4410612102565463,3.1692255465097934,0.09361905405426146
2.3853934101323966,2.532366271318127,0.11702698166503528
0.5310632903324582,0.7807711439538205,0.33030158408417826
1.074491666750905,0.7139622949644046,0.8869968568358688
0.778351706017086,0.5813224456582384,0.40115328061853683
0.40878838575287263,0.6185176594147204,0.5187586027140798
1.7321732506489427,0.8736082823931685,0.807925561116942
1.069405073858122,1.5094621571373936,0.3280234205588565
0.8457712219195416,0.32618144410970396,0.7592833327859632
0.8185793675345436,1.4343795910976336,0.10369180969603056
0.48055533188627264,0.6210559584857233,0.3392066517791292
0.34898593634149117,0.48452767350977016,0.8552944960052002
1.5635187895604339,0.5962737509948276,1.0002471909370854
2.015129602917364,1.8570589649282276,0.09654904246434949
0.7266952271517354,0.6449972123350924,0.9133255678061505
0.4246864356711723,0.3289452846814649,0.5423610184061496
1.1105889645469413,0.8968237044659682,0.07087528500212095
0.6322592430959307,0.5625458314470638,0.4590803779270044
0.5933015928540147,0.7897892182263946,0.43237722900391934
0.5056868096333961,0.4122101991644273,0.7733983725210162
1.93986686829491,3.0507392847447328,0.03916310832848333
1.0912809191369315,1.2732341107170375,0.46728441339830246
0.17072000491014577,0.48066142623189767,0.4842679022328777
2.49113957232977,2.58843420278928,0.03917184551895898
0.7040186349346499,1.4146393570495293,0.07953068025696079
1.3907833980943964,2.1763412395462423,0.30287400085661953
0.9214891826377518,1.4522419201177117,0.23016050769171062
0.20358633413724686,0.2672200015202314,0.3686189694353273
0.5852010247804521,0.9770454566062469,0.07656874998926526
0.2847009503629947,0.30095959167817066,0.9821110605269234
0.9343001311689908,1.8661908456228422,0.07959535917876098
0.6538263528362265,0.2894772280727599,0.7825410527394601
2.1247183416573,1.5689335463352803,0.2885500405155793
1.1129006419319982,1.0519855191949719,0.535569330509308
1.2404390681510966,0.8916302359107592,0.9648451388915914
1.9046878945797485,1.5338580283288934,0.35232136694423427
3.271783480219933,2.6096244957952703,0.1441828818038345
2.2778899484014494,1.9728614532187123,0.09114946472474632
0.2105335897885408,0.23073081207330629,0.589894716562041
2.318616368609238,2.9022817650064803,0.08540251613733447
0.8774099517038293,0.6140379837978973,0.4442728594646672
1.7294878031924263,2.3310950557387176,0.07479321819028661
0.7237812638354756,0.35574417146560106,0.814380141589632
0.7045420732039759,1.1376321473464461,0.3396992021254101
0.9474480705766695,1.171031811740871,0.4067260819991345
1.7044982569042377,2.1548593245044554,0.10425770557247625
2.041314713769723,1.7575989608879925,0.1722896245069091
1.5743134873169597,0.6445831090651607,0.9316262072424588
2.3716064785494795,3.1437109779460912,0.11376667462447519
1.096441969389134,0.8394180799015116,0.623633025393712
0.9038953654008731,1.1117010387343755,0.4264550542084658
1.6559437110806057,1.329676569414529,0.1977129720488179
1.0813188539784115,1.345361369017583,0.2968750878227917
0.9255236151639202,0.736215327247115,0.6340526518250201
2.795637902602743,2.304844764643918,0.13083818325232013
0.6191491269504125,1.1053963813405276,0.2916261810726483
1.321959432662576,1.2879762798709482,0.09382635199826052
0.3204277615388064,0.8452604515831502,0.2477665871014343
2.3326443438900153,2.624787270214478,0.08992448836390236
1.5802621713074632,1.380166121817946,0.27477897081371266
0.5117803086216269,0.9222681705493272,0.396454521067
1.5925694584246148,1.529648234209141,0.4047057594787903
0.9950842116669353,1.6681090654331,0.0700861530865658
0.1909088074350166,0.494345918155622,0.6455279442658248
0.5490904048401622,0.9371381351488265,0.5340147557082088
2.1308876396295737,1.464034768413478,0.3388059356092213
1.9087433029771992,3.3579556054575757,0.043805399714638066
0.7888166503404775,0.6147371958136344,0.45124078669487033
1.4774623458275973,1.17673580493357,0.47596359728171617
2.0592942906323084,1.9268933057058726,0.21563207257476946
3.6028734476456963,2.7444498944486777,0.09542467578582059
0.4435170209537832,1.0186056727066182,0.4480120727749236
1.5560926486385513,1.7069662717593996,0.2586919372417125
0.2693934213921182,0.6685725786711816,0.2417436826086324
1.5624615777606041,1.1983373771797572,0.27829001275347076
2.5664948356247534,3.0302352163345145,0.2202434569405663
2.1211230273409436,1.9151342323457228,0.07535883606740683
1.5643415572322827,1.5311421237737368,0.23131996363050802
1.2660963104438796,1.8465816080608715,0.18520355599774876
2.0722084232842164,3.4624151992388965,0.04638513573456881
1.8557576676656182,1.9286418368586142,0.27660875971906224
1.5815165150698913,1.7560079362478096,0.10479184364727039
2.616863737290747,1.7891830235971273,0.30928273428802744
1.1089395898335133,1.3489082117440445,0.1755695669990247
0.9975120461842696,1.6787499105158306,0.08645338464558422
2.9840437766991985,2.7677144005006977,0.10552003549020025
2.1317973997307282,2.37807435276622,0.17194038307409532
0.39710242862202066,1.273956237328585,0.22777703438478894
3.0554065876587067,2.039840002309043,0.5681897008163063
1.6390204707529696,0.7951372442626645,0.9013738832724768
1.7011277109876584,2.0083733385703266,0.23487530071839924
0.5258684251323998,0.22997918966859554,0.8931970158580758
0.5156955617680417,0.4782029383239458,0.9705153595085986
1.2785952269693694,0.8219444227392714,0.7956213523892804
1.5024376286266239,2.105293173376874,0.23973495922124172
1.520843095693728,1.0336295456488434,0.30967990039203097
3.070580540814893,2.6398737143280493,0.06864917899033687
1.5455428762742103,1.231282306780184,0.4179756256177288
1.2006603535342604,0.6125134683874477,0.811288968331801
2.419167892586194,3.230449696828948,0.04207906207301604
1.6726937935427895,1.3218178496078123,0.2698860178701892
0.18693286460788405,0.647993309669667,0.2662836210224055
0.511796448902637,1.0266702271326344,0.23294929878940138
2.93877729556195,3.047789240513081,0.09568218274742765
1.741039203875036,1.6846685135932453,0.24780667310541737
1.4155704024476445,1.4944811756595522,0.39693936246584877
0.14227411514120009,0.7104444870129555,0.19429229280274227
3.284611526728077,2.562196023204635,0.31673011537889895
0.8036023412170769,0.7921360433040678,0.4574863262745355
1.3050104885306184,0.9047654120249253,0.6820561955839307
0.7776277672122803,1.1343908195225916,0.18393947248322537
1.1390088925878754,0.5994182951435677,0.458892661573639
2.6286729800433934,3.0432128690305538,0.22010925789089406
2.3731508761012443,2.6907475859461454,0.05216790019924596
3.1247819328720494,2.483344189356437,0.31441607259293214
1.1287134410207875,1.131725373045179,0.47305876353883836
0.5419980333241675,0.7100574175074384,0.7076252591895422
2.488870381978051,1.5430017021841866,0.40791270671548024
1.2261354062648613,0.9135205584797156,0.9430316556216229
1.3162994237385217,1.8687615651833658,0.23035898484815182
1.5304176760283965,1.4714815266205887,0.1948361952661336
1.1441514294043882,1.1700967673514817,0.05990764735200486
0.46261027943271027,0.6365938481080837,0.5792879140708361
0.5471416846205587,0.6381812340775528,0.6037054744428957
1.4463189215131045,0.5033871499841799,0.9281732354876696
0.47518599218406476,0.8491336184688973,0.3981315298278782
1.5976361336272018,0.9415132245640613,0.7483239366069744
3.1172953197341284,2.593903728783861,0.044310326921507874
1.5861103304373336,1.4552572117691003,0.09459393381839103
1.103894322394257,1.0752426259080934,0.6152976719935078
0.5900003230404098,1.1468070730107516,0.20199827450134347
0.6464166033418888,1.262507338572494,0.21766808500412024
1.9843269244889161,1.5430970623690154,0.15982620022693647
1.1237946049658198,0.35578168649618674,0.8879246718976275
0.8980432563308957,1.182984631518601,0.30401733316031315
1.7393602230100238,3.2880906936554664,0.03767031813914808
1.5172068279868784,1.8106238484755084,0.11551966501968351
0.9896286062053101,1.6159895138429934,0.20068272903923828
1.0836117229403583,1.9775069382233688,0.07310681945921531
1.4350297416680662,0.9035475638317572,0.6245491710000661
1.2121464865688327,1.8410955803822213,0.0626174126455728
0.8992559375652109,0.7194975244521049,0.6608678503324663
0.9675380375932487,1.2275822261613563,0.25939646729285104
1.8213645532909952,3.390798586694483,0.0732850297789189
1.5986768436060799,2.808898122876209,0.04237428764560072
1.2867969139051993,1.4828141163892665,0.17870157150618357
0.3631166250748753,0.5402117169231563,0.07013179569498512
1.6467626882943431,1.5416918866168463,0.4607614473480848
1.9017276422038842,1.8624918481374597,0.07087628429350709
0.8669037787804768,0.5447085191904724,0.7963691010447231
0.6351989593066506,1.311059276804693,0.2109063217052055
0.5083214031934113,0.6728927768583159,0.38857816477220003
1.1582855290983507,1.556086079387319,0.16409369913546884
1.8092462669751521,1.3384632179343152,0.27871324857357105
2.0052210925257516,2.6102803835037016,0.05754354210402695
0.5641717236876962,0.9154709127634374,0.05378413266330499
1.350039234515486,1.273033434194421,0.4006143655150684
1.3094330323309675,0.9827081777063236,0.2612885011007482
2.817812713511233,2.5202149143931716,0.09145027898408288
0.3016672339318971,0.6741546721234307,0.17189614313168947
1.6415491586865372,0.9968038167018198,0.5671100462954044
0.9785181711430941,0.9651182625125544,0.4759366794710341
1.9939079861031461,1.7915897862045225,0.2557842958432314
3.3235831922774706,2.694260501907227,0.11465887836370524
0.6183631494956295,0.6737484848300962,0.6338739403012305
2.2676524953789485,2.331090635775299,0.2627010259970166
0.5561356992240161,0.8979587636180139,0.16248216720484873
1.0780271973632836,0.7039459221672617,0.804840793770885
0.342663990980402,0.2729070973333107,0.8039427054845978
1.4681306604643818,1.7377322791238123,0.19972515296127133
0.9075594857990527,1.294594003364889,0.40042127654696574
2.551769894278702,1.7089910844191387,0.25699390112798326
0.8454634151418394,0.9081361923922779,0.09233787620162068
2.249902925063005,1.7554239732156454,0.13963621774184415
0.9887524137768458,0.6320265050492788,0.7474985462242044
0.26694232781879257,0.6777313481168825,0.11578544078116772
2.0523123128550194,2.477027415415322,0.06238876539005457
1.376675568768057,1.0270074367280722,0.6181497691023017
0.36385564532763415,0.6714514790920381,0.5703839792607467
2.0050192792332875,1.8062105657464398,0.24848645071421904
1.5944926040667222,2.397738143258637,0.17008897779444973
1.2834184070191579,1.6431515658166729,0.22332015971926583
0.3051382271930462,0.43741329018405833,0.12105313778493858
1.3265093452697578,0.8228776592581057,0.4489634853800955
1.154671379344028,0.716669142338923,1.0020219599319173
0.3821122495838266,0.6316214620839224,0.49670625824682957
2.5833811246076865,1.7001216097007656,0.3346458652628971
0.4941882687288179,0.8751444374972919,0.27856201499778366
1.6231919904056522,1.442041708350403,0.26457134594084186
0.5761806618441567,0.386268326705259,0.9893231824833545
0.6189353334901414,1.411141894409124,0.06379924540516392
0.7256116942914668,0.5285718806485632,0.773648709171206
1.2338557831931831,0.9097933357695416,0.990489554929193
0.8186126416914004,1.0828386273288746,0.4526088792876306
1.0694089946887162,1.8423096063353313,0.12713238156114032
0.9338936205351827,1.3688352961400654,0.08124911658911134
1.8258800103211732,1.874285013600122,0.2382601616271716
1.381459469072075,1.805632610969009,0.09506405859138273
0.7388612548227372,0.3302174775576258,0.8492678183008024
1.3559317774906716,0.6766838016149995,0.9945735017240214
0.5590811283294398,0.9582549136276739,0.3670524630099071
0.6994882972146208,0.5748749126763271,0.730544996523559
1.274880268361218,1.7200225095130892,0.29683564636268545
0.924752467051346,1.3708323701534004,0.35490708379062963
1.153462050516827,1.3395221011537337,0.2546009807027325
0.6325290907085259,0.9828586674457469,0.08770369454700602
1.6450191910952983,1.2696447808521176,0.18910510364521857
0.2954867410482898,0.6040297454811094,0.03357694763745789
1.6763006383193082,1.6131541105639233,0.29516103201748567
0.8507439167348705,1.1539441156344972,0.26213778783937514
0.54072174479967,0.9515708639204243,0.47309109106791436
0.7302087424574324,0.6360534640840597,0.589567629262971
0.36734782701087204,0.6390014221401235,0.47423855856389374
0.21375425637540507,0.4992416311423283,0.5444450948552363
0.8432904540843238,0.5437036477558594,0.7253002204601349
2.1906700004337325,2.810069051386394,0.050885607392806016
1.2334836917848377,1.4537325084095478,0.45418910333258283
2.3231418632173733,2.429715083246296,0.12857959826194612
0.3634974899092168,0.7663692000100832,0.5392781511949403
0.4617835207662491,0.780176801576588,0.09366525822582672
1.4028220297969909,0.9499821080829044,0.7825664563636663
2.0535024588242172,2.239039420803519,0.13589997097494463
3.1732700441732,2.8388333297204777,0.3506830547387437
0.8156298626998316,0.9124296250239485,0.05052483167947638
1.6452941998941866,1.1902985406966031,0.39645581279119974
1.9206729762854535,1.9811424119232028,0.2541557432363147
1.2647739380916458,1.0544698992756079,0.38807353227848873
1.0096530034175242,1.1470076657909147,0.5447315219114697
1.1181200697622748,0.6847904856709208,0.3469775240318584
3.290342248935234,2.687226054010613,0.10346647457784189
1.6466684884749374,1.2247260684989831,0.17714760518344502
1.959147486522221,2.0886881767907894,0.10816302394978178
0.6661192011309977,0.2759948630516777,0.9792990683558859
0.8688504829692857,0.29625606020361406,0.9583315293257602
0.18734323518896753,0.2640238538783044,0.3229719824435629
1.7244149060801082,2.4818467656593186,0.10324120315099058
0.4657197183570737,0.8204375350415323,0.5126380875867511
1.739590529811307,2.259133858964813,0.07821580996969274
0.6765294602382653,1.0981937676773696,0.3011190912310013
1.3561683738879617,0.8867575095213304,0.6259999977985712
1.6445613325490913,1.4655884305063585,0.5048279337912857
2.8027585164531987,2.1428916421306474,0.18321405785144557
1.3634843006029504,1.1940076955575396,0.4783671416002851
0.9781890533216983,0.5997245635521076,0.8969499209732803
0.8419678221138835,1.5335680415748723,0.3760798572876052
1.9648102115728152,2.6171488785183237,0.16313076370048057
1.3803672182268223,1.0102954203406393,0.38970919471607346
0.8982817772660749,1.3162855525029862,0.3600177462092381
0.5268268471424091,0.5607222115225929,0.7518286453095434
0.17301592691621617,0.5586489040212861,0.2181523069192367
0.43226036155344544,0.6090254485299914,0.1613332401679469
0.8788598728851468,0.6210466806123386,0.7181408325452634
0.3248397165055724,0.8262660574099716,0.08804229958507526
0.9841409393435735,0.4183543265115655,0.9565648615957617
1.2979598436695996,0.7518565439111407,0.7507783500995434
0.9244417688284681,1.7705134980872297,0.14970201911715325
0.655760102661502,1.3101717834055138,0.07055208335516508
0.6396873518793895,1.4580802655508724,0.1193276227775061
0.8233016116387872,1.0765882700290124,0.25066363138375025
1.5973881538985346,0.9486542109535139,0.7382805157040081
0.23286653413614544,0.5403479031182815,0.19681527613614827
1.0106516787325226,0.658949263032894,0.7489938198497139
1.673792656115276,2.1205536134003737,0.14919378068559372
1.0324070077210117,1.0526671064845186,0.1265907843871425
0.9209679104046256,1.616792444432716,0.2485010684036665
0.6594709644154586,0.9698992403756961,0.48976435817175296
1.1852142615428842,0.390745425937956,0.9889607916341592
0.9095273886246903,1.2290088049832832,0.46823947094513985
3.64049444287051,3.314457229971071,0.0854385579132397
1.8677666905462917,1.761259580813889,0.13949712956060634
0.19343065274518884,0.8769975695424715,0.2535986705486113
1.075518661297272,1.1217752009168092,0.44799307323388776
0.46651127152185434,0.42026171541614127,0.24205144985655985
0.34541018805041074,0.36548840290184953,0.22263271647827632
0.5820540400499916,0.8311305350596511,0.3165664744227703
0.9510758886617056,0.6001188096652033,0.5648683071823191
1.0217810555843865,0.9785969168874353,0.09200525482521875
0.696866638647978,0.8219685879197021,0.37176285221917765
0.3479387681996826,0.41031295315071004,0.8771906171332409
1.5377975862793254,1.424713229610853,0.3626997315990938
0.7340819447101576,1.0446399942777331,0.19195982749186205
1.410400529384065,1.8573417665037535,0.06027470531230533
1.3202170423696755,0.604543498903607,0.7105392116832759
1.4407815354047302,1.4390790573520478,0.048149169795388684
2.201273540551623,1.410603899493647,0.4779278565543303
1.5703991516581564,1.5630199695416158,0.14677803424366845
1.537546004475714,1.776231829489721,0.11032266650094094
1.8519172079507555,2.6136265981854314,0.09900983798342627
0.7881312778578877,0.614239375831498,0.9389908777209347
2.6351140680780913,1.8123904924371286,0.3111202197874264
0.9893506048531595,0.7602501532782656,0.6560824469692979
0.5416766709102631,0.5652192376801383,0.6937371732264201
0.7345646053329717,0.5513849982596983,0.9008565933586883
0.61879505564105,0.43566291094587867,0.3286089366739812
0.8229812213545987,1.1923340201904113,0.21529040052247578
1.0522731904078868,0.9977972815362026,0.5439294524524239
1.135444062943562,1.5096362766688107,0.26647634987888286
0.9202229621942596,1.6118643360565696,0.2956442241411199
2.5602295915215674,2.276385475823871,0.1836399542469026
1.719097818526975,2.570480484505386,0.045287964289927485
2.131468680348461,2.4945887539790785,0.07997259402435491
1.8310101474949707,1.7875794399591016,0.24835926443235182
1.4328150001105733,1.2376999451654698,0.542893773316905
1.6738150972402397,1.264896742003516,0.32603614166889533
1.1821298185287465,0.8861650781631565,0.6001741600993743
2.0242463588333783,2.6832148150087898,0.04860869680264933
1.2205371796981,1.230523930046161,0.2041911273870619
1.7186177983112056,1.148415843715508,0.3054675742158174
0.9681576070462039,0.531566306434595,0.98916962390972
0.6531030309556639,0.5489169011605842,0.8740828452545489
2.4520320010430017,1.9035403731469758,0.22317998193433103
1.6385139530796717,1.2127308043575509,0.37775883406870964
2.2976891878697034,2.8668997162363117,0.1298964901759485
0.9474574708559174,1.6550631040267942,0.16321836683733984
1.12314277498985,1.3104189571614153,0.10379739670586668
2.1386551240116107,2.8096332746887405,0.16568879579968132
1.5176135427655948,0.6946189539094815,0.8751222984298735
1.105466587532143,1.3138190521908697,0.1288291487703153
0.8719412429335294,0.6862044029914754,0.19207724645284466
2.2665481337083224,1.7099301272256713,0.18885140350237295
1.422435273235167,1.4111688795187196,0.37556260740679714
1.045017643497666,1.9472734434192562,0.06344313859229166
1.421987335109781,1.0308070935075526,0.5561118022791505
0.9521134120873638,0.8430354988373784,0.3096896720960683
0.2697701459707882,1.0141844791148726,0.24917372088675782
1.4321276050559046,1.9023671212838686,0.06433560921195225
2.084561647428802,1.4785369016607088,0.3411504565781174
1.402679948526757,1.269579770587569,0.2324479767992485
1.1948578790483966,0.6613664891638605,0.9008024929573197
0.963892140033314,1.4731306628616359,0.06813484985775081
1.333061928386939,0.8345999151335491,0.45313173841501136
1.010799156402189,0.9049854823499303,0.2087897851641897
0.7422615707012383,1.2568082140536294,0.0715859987844771
0.558895886461005,0.2988064194882456,0.628114710150574
0.7256546750474469,0.6778094736876034,0.291225182393957
0.7983143357881317,0.8814648270074,0.7159326510733722
1.0376989435440198,0.6088458425434667,0.353621536896373
0.7748156413969032,1.6461353850652758,0.27440933212004776
0.6112349360291741,1.480635793737104,0.25001501209810884
2.05753644403059,2.003604980277777,0.09821846152420563
3.313098970056903,2.792895653854166,0.3400461514991053
0.7599425629122344,1.1208310803563553,0.1486251438536771
1.531345774885319,1.3923497743811488,0.32812028903368945
0.9567485075082073,0.5104068476013089,0.6501987010417599
0.5942618811128537,0.39337314836582365,0.8845837604117074
1.1756113321496175,0.6391375078537018,0.7321854079046525
3.1453338160778253,2.1656123479218907,0.6080481287790978
1.4241572486302119,1.3605794449826534,0.3165637055391601
1.2226885986565248,0.8595599769097433,0.8075458070045227
1.580221741305806,0.7161204027317793,0.8614380225557668
0.45351478741641355,0.9739953706783216,0.24288448238101296
1.4082064227202447,1.801807753181451,0.28390517549194255
1.5837474896258759,1.6058282464903164,0.16217760880555157
1.3829476026392926,1.7269322408353052,0.27949286122176337
0.9582077140027836,1.731223914402379,0.08162728123340439
0.6564015743903429,1.4458099378357416,0.3060378131637373
1.1522361203380473,1.950901100483558,0.08126789529991088
1.4632246013484758,2.265033722912943,0.07939366521478215
1.3952692480168354,1.1276326350653396,0.6130121539860799
1.3213190742711176,1.9661904686558171,0.14413431543906305
0.833351918645365,0.47303623831197095,0.6087429979402611
2.103151527848115,2.2596247671965117,0.09444063687331426
0.38546432190849456,0.8490594471670748,0.1404947459839939
3.2748051040990602,3.837494125857178,0.16080177441288743
0.7408917540422754,1.008462095704199,0.4858095073952808
1.6421809191580026,2.823846381633995,0.09923421988282898
1.5537618748056141,0.8301200725057143,0.9572120296404376
0.8359959531994223,0.2606683775334486,0.8430133104295134
0.45705923456522884,1.241414682022861,0.12101091909925024
1.012930518508444,0.7823916963339834,0.43414067129170597
1.232680950570579,1.0438197684276427,0.40259191883711665
0.9015994318983026,1.4750989710160487,0.05726235932234654
2.138034703437779,1.919520090772816,0.15670076164805427
0.14791107912055418,0.2963447775758292,0.8048280833777146
1.303632821796891,1.5249891237077666,0.3354101089609112
0.8164292896059069,1.8066448014209668,0.07585357841844315
0.38602883606662153,0.7263947551469724,0.32012883415120935
1.2335454382872175,1.3054928204984197,0.4292357896328579
1.4798084122439508,1.4565186442255402,0.129041145152442
1.6750974494433477,1.95465409669504,0.23505438282395727
0.49987602717103474,0.9397020852824405,0.12281672174081126
1.150107090860673,0.3658520004725632,1.0236956596705886
0.7073761444456781,1.0813739273118326,0.07849688966427844
0.5503187368272195,0.7585588186860508,0.4992604790227737
1.0699038591514858,1.2646191547165675,0.42305248165615916
0.863913868334109,1.658302768066543,0.1701011417423656
0.4482422048849304,1.3275854439055106,0.20629832369651485
2.655132253793629,2.121067228735125,0.14161171627845476
1.7903342378498202,2.534792588659568,0.22592063908790896
1.9734641705466938,2.321946463419451,0.17597071858993169
0.7230675801535348,0.40891909636599233,0.7282752164969012
1.1182349093027597,1.5521303041430368,0.0999607518176133
1.8345515945200424,2.3020564021917576,0.17899799903449223
0.528297298826623,0.7979882561648518,0.4359582124609656
0.675818076108834,0.7368718371742101,0.17146382373322586
1.8924375653739958,2.1783488803252173,0.1654778877109696
1.8664761208515448,2.6293338475679646,0.04668148561758531
1.5810438701038072,2.1644871679757123,0.2890899054212936
2.260546713775011,1.991705363582514,0.14574775612370652
3.4799857043083993,3.3527726302483636,0.051397700137680934
0.7628806991211532,0.9270897338833082,0.5709680023559
0.992250585982025,0.7214764260777304,0.7027905236298503
1.0424632036262043,0.7204049684945119,0.26520575281507147
3.4897012445367417,2.6279969993566556,0.20888252755782755
1.3831051355366508,1.1541610963444446,0.5632446415781462
1.3510385667191196,0.9978209976257145,0.6560648868441675
3.219092565047894,2.7469963396704626,0.3462714444968804
1.1046278197133779,1.98701522873309,0.15945871499735356
1.5286744412315043,1.0597837242025019,0.6113442487031073
0.8713006710316922,1.4938803683101542,0.4770701749889846
1.48851896846882,1.6522403145391893,0.2240828562118571
3.2563434723669404,2.9405293528674092,0.27670285920506743
0.8796276622945612,0.9193038969691576,0.479951801632605
1.6467302310499379,1.3442653195073144,0.17298759543122555
0.502179968073639,0.28550008157498646,0.7588989211851802
1.2705128187148147,0.8322942075730865,0.9630218045380151
0.1618601073982628,0.5622906265178255,0.34689485690777416
0.544893508061925,0.451254237209691,0.6903191147852807
3.396396758492163,2.5702681224553077,0.1279634678776467
1.9667993077871524,2.627098761400221,0.13504651076636193
1.4387702100328554,1.3028863354253162,0.06679371625225902
1.4969286840642853,1.8918299023026675,0.12089452532425682
1.7784267549645918,1.4718513311715258,0.15897453100575454
0.4497121963059751,0.8764359286205989,0.4846830584272501
1.5346078655353563,2.1601737078597094,0.11795696621415408
1.2634194659982332,0.9148282405601823,0.7280263883002286
0.2710275339268046,0.49362617256657393,0.12265142932679288
1.1391353268646165,1.9854822619660972,0.1441090682684824
0.18762760288396055,0.35653841713959233,0.5789105104072815
1.8084035801812055,2.356740970403804,0.2205228036072678
1.0875716161055475,1.6048357567862088,0.07882192286435122
0.7466500979619912,0.301330997373652,0.9109493233618378
0.6575334640923753,0.7109755582548538,0.22955347290584788
1.2809782463165318,0.7689334376401894,1.0127478782763024
1.5029233172722023,1.8589949924040143,0.4252511611127325
1.2850955843492482,1.6148330862011384,0.4289073464701233
2.4390092528711715,1.9720290683408361,0.05857869969732397
2.584767598896953,2.3053009304337273,0.23096678522174943
3.6697344911619116,2.8500426493243913,0.18517420259750875
0.934314156787218,0.8063576862835924,0.34188591474180835
4.229775243390247,3.257686066896894,0.11611923884766683
